,Fungal infection,Allergy,GERD,Chronic cholestasis,Drug Reaction,Peptic ulcer diseae,AIDS,Diabetes ,Gastroenteritis,Bronchial Asthma,Hypertension ,Migraine,Cervical spondylosis,Paralysis (brain hemorrhage),Jaundice,Malaria,Chicken pox,Dengue,Typhoid,hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,Hepatitis E,Alcoholic hepatitis,Tuberculosis,Common Cold,Pneumonia,Dimorphic hemmorhoids(piles),Heart attack,Varicose veins,Hypothyroidism,Hyperthyroidism,Hypoglycemia,Osteoarthristis,Arthritis,(vertigo) Paroymsal  Positional Vertigo,Acne,Urinary tract infection,Psoriasis,Impetigo
48,skin_rash,shivering,ulcers_on_tongue,abdominal_pain,burning_micturition,loss_of_appetite,high_fever,weight_loss,sunken_eyes,high_fever,dizziness,visual_disturbances,back_pain,headache,yellowish_skin,nausea,swelled_lymph_nodes,pain_behind_the_eyes,toxic_look_(typhos),diarrhoea,yellowish_skin,yellowish_skin,yellowing_of_eyes,coma,distention_of_abdomen,fatigue,loss_of_smell,phlegm,bloody_stool,breathlessness,swollen_legs,irritability,excessive_hunger,sweating,joint_pain,movement_stiffness,vomiting,pus_filled_pimples,bladder_discomfort,skin_rash,skin_rash
49,nodal_skin_eruptions,chills,cough,itching,spotting_ urination,abdominal_pain,muscle_wasting,restlessness,diarrhoea,breathlessness,loss_of_balance,acidity,weakness_in_limbs,altered_sensorium,dark_urine,diarrhoea,malaise,back_pain,belly_pain,mild_fever,dark_urine,nausea,joint_pain,stomach_bleeding,fluid_overload,weight_loss,muscle_pain,chest_pain,irritation_in_anus,chest_pain,prominent_veins_on_calf,abnormal_menstruation,muscle_weakness,headache,neck_pain,painful_walking,headache,scurring,continuous_feel_of_urine,joint_pain,high_fever
50,dischromic _patches,watering_from_eyes,chest_pain,vomiting,itching,passage_of_gases,patches_in_throat,irregular_sugar_level,vomiting,family_history,lack_of_concentration,indigestion,neck_pain,vomiting,abdominal_pain,muscle_pain,red_spots_over_body,malaise,chills,yellowing_of_eyes,loss_of_appetite,loss_of_appetite,vomiting,joint_pain,vomiting,cough,continuous_sneezing,fast_heart_rate,constipation,vomiting,fatigue,fatigue,irritability,nausea,knee_pain,muscle_weakness,nausea,skin_rash,burning_micturition,skin_peeling,blister
51,itching,continuous_sneezing,stomach_pain,yellowish_skin,skin_rash,internal_itching,high_fever,blurred_and_distorted_vision,sunken_eyes,mucoid_sputum,headache,headache,dizziness,headache,itching,chills,itching,muscle_pain,vomiting,muscle_pain,abdominal_pain,yellowing_of_eyes,fatigue,fatigue,yellowish_skin,high_fever,fatigue,rusty_sputum,pain_during_bowel_movements,breathlessness,cramps,cold_hands_and_feets,abnormal_menstruation,blurred_and_distorted_vision,hip_joint_pain,stiff_neck,loss_of_balance,pus_filled_pimples,bladder_discomfort,silver_like_dusting,red_sore_around_nose
52,nodal_skin_eruptions,chills,acidity,nausea,burning_micturition,vomiting,extra_marital_contacts,obesity,dehydration,fatigue,dizziness,blurred_and_distorted_vision,loss_of_balance,weakness_of_one_body_side,vomiting,vomiting,skin_rash,red_spots_over_body,fatigue,joint_pain,yellow_urine,family_history,yellowish_skin,high_fever,abdominal_pain,breathlessness,cough,chills,pain_in_anal_region,sweating,bruising,mood_swings,fatigue,excessive_hunger,swelling_joints,swelling_joints,unsteadiness,blackheads,foul_smell_of urine,small_dents_in_nails,yellow_crust_ooze
53,dischromic _patches,watering_from_eyes,ulcers_on_tongue,loss_of_appetite,spotting_ urination,loss_of_appetite,muscle_wasting,excessive_hunger,vomiting,cough,loss_of_balance,excessive_hunger,weakness_in_limbs,vomiting,fatigue,high_fever,fatigue,chills,high_fever,vomiting,yellowing_of_eyes,fatigue,dark_urine,yellowish_skin,swelling_of_stomach,sweating,high_fever,fatigue,bloody_stool,vomiting,obesity,lethargy,mood_swings,drying_and_tingling_lips,painful_walking,movement_stiffness,vomiting,skin_rash,burning_micturition,inflammatory_nails,high_fever
54,itching,continuous_sneezing,vomiting,abdominal_pain,itching,abdominal_pain,patches_in_throat,increased_appetite,sunken_eyes,high_fever,lack_of_concentration,depression,neck_pain,headache,weight_loss,sweating,lethargy,joint_pain,headache,yellowish_skin,malaise,yellowish_skin,loss_of_appetite,dark_urine,distention_of_abdomen,loss_of_appetite,headache,high_fever,irritation_in_anus,breathlessness,swollen_legs,dizziness,weight_loss,slurred_speech,joint_pain,painful_walking,headache,pus_filled_pimples,bladder_discomfort,skin_rash,blister
55,skin_rash,shivering,cough,yellowing_of_eyes,skin_rash,passage_of_gases,high_fever,polyuria,dehydration,breathlessness,headache,irritability,dizziness,weakness_of_one_body_side,high_fever,nausea,headache,vomiting,nausea,nausea,receiving_blood_transfusion,nausea,abdominal_pain,nausea,history_of_alcohol_consumption,mild_fever,swelled_lymph_nodes,breathlessness,constipation,sweating,swollen_blood_vessels,puffy_face_and_eyes,sweating,irritability,neck_pain,stiff_neck,nausea,blackheads,foul_smell_of urine,joint_pain,red_sore_around_nose
56,dischromic _patches,watering_from_eyes,chest_pain,itching,stomach_pain,internal_itching,extra_marital_contacts,fatigue,diarrhoea,family_history,chest_pain,visual_disturbances,loss_of_balance,altered_sensorium,dark_urine,diarrhoea,loss_of_appetite,fatigue,constipation,loss_of_appetite,receiving_unsterile_injections,loss_of_appetite,yellowing_of_eyes,loss_of_appetite,vomiting,yellowing_of_eyes,malaise,sweating,pain_during_bowel_movements,chest_pain,fatigue,enlarged_thyroid,diarrhoea,palpitations,knee_pain,swelling_joints,spinning_movements,scurring,continuous_feel_of_urine,skin_peeling,yellow_crust_ooze
57,itching,continuous_sneezing,stomach_pain,vomiting,spotting_ urination,vomiting,patches_in_throat,weight_loss,sunken_eyes,mucoid_sputum,loss_of_balance,acidity,back_pain,headache,abdominal_pain,muscle_pain,mild_fever,high_fever,abdominal_pain,abdominal_pain,itching,family_history,joint_pain,abdominal_pain,yellowish_skin,swelled_lymph_nodes,phlegm,malaise,pain_in_anal_region,breathlessness,cramps,brittle_nails,fast_heart_rate,vomiting,hip_joint_pain,movement_stiffness,loss_of_balance,skin_rash,burning_micturition,silver_like_dusting,skin_rash
58,skin_rash,shivering,ulcers_on_tongue,yellowish_skin,itching,indigestion,high_fever,restlessness,dehydration,cough,lack_of_concentration,indigestion,neck_pain,weakness_of_one_body_side,itching,chills,swelled_lymph_nodes,headache,diarrhoea,diarrhoea,fatigue,fatigue,vomiting,yellowing_of_eyes,abdominal_pain,malaise,throat_irritation,phlegm,bloody_stool,sweating,bruising,swollen_extremeties,excessive_hunger,fatigue,swelling_joints,painful_walking,unsteadiness,pus_filled_pimples,bladder_discomfort,small_dents_in_nails,blister
59,nodal_skin_eruptions,chills,vomiting,nausea,skin_rash,abdominal_pain,extra_marital_contacts,lethargy,diarrhoea,high_fever,headache,headache,dizziness,altered_sensorium,vomiting,vomiting,malaise,nausea,belly_pain,mild_fever,lethargy,yellowish_skin,fatigue,acute_liver_failure,swelling_of_stomach,phlegm,redness_of_eyes,chest_pain,irritation_in_anus,chest_pain,obesity,depression,muscle_weakness,sweating,painful_walking,muscle_weakness,vomiting,blackheads,continuous_feel_of_urine,inflammatory_nails,red_sore_around_nose
60,itching,continuous_sneezing,cough,loss_of_appetite,stomach_pain,passage_of_gases,muscle_wasting,blurred_and_distorted_vision,vomiting,breathlessness,chest_pain,blurred_and_distorted_vision,loss_of_balance,vomiting,fatigue,high_fever,red_spots_over_body,loss_of_appetite,chills,yellowing_of_eyes,dark_urine,nausea,yellowish_skin,coma,distention_of_abdomen,chest_pain,sinus_pressure,fast_heart_rate,pain_during_bowel_movements,vomiting,swollen_legs,irritability,irritability,headache,joint_pain,swelling_joints,headache,skin_rash,bladder_discomfort,skin_rash,yellow_crust_ooze
61,skin_rash,shivering,chest_pain,abdominal_pain,burning_micturition,internal_itching,high_fever,obesity,dehydration,family_history,dizziness,excessive_hunger,back_pain,weakness_of_one_body_side,weight_loss,sweating,itching,pain_behind_the_eyes,vomiting,muscle_pain,loss_of_appetite,loss_of_appetite,dark_urine,stomach_bleeding,history_of_alcohol_consumption,blood_in_sputum,runny_nose,rusty_sputum,pain_in_anal_region,sweating,prominent_veins_on_calf,abnormal_menstruation,abnormal_menstruation,nausea,neck_pain,movement_stiffness,nausea,pus_filled_pimples,foul_smell_of urine,joint_pain,skin_rash
62,nodal_skin_eruptions,chills,stomach_pain,yellowing_of_eyes,skin_rash,indigestion,extra_marital_contacts,excessive_hunger,diarrhoea,mucoid_sputum,lack_of_concentration,stiff_neck,weakness_in_limbs,altered_sensorium,high_fever,headache,skin_rash,back_pain,fatigue,joint_pain,abdominal_pain,yellowing_of_eyes,nausea,joint_pain,fluid_overload,chills,congestion,chills,bloody_stool,chest_pain,fatigue,fatigue,fatigue,blurred_and_distorted_vision,knee_pain,painful_walking,spinning_movements,scurring,continuous_feel_of_urine,skin_peeling,blister
63,dischromic _patches,watering_from_eyes,acidity,itching,stomach_pain,loss_of_appetite,muscle_wasting,increased_appetite,vomiting,fatigue,headache,irritability,dizziness,vomiting,yellowish_skin,diarrhoea,fatigue,malaise,high_fever,vomiting,yellow_urine,family_history,abdominal_pain,vomiting,vomiting,vomiting,chest_pain,fatigue,irritation_in_anus,vomiting,cramps,weight_gain,mood_swings,excessive_hunger,hip_joint_pain,muscle_weakness,loss_of_balance,skin_rash,burning_micturition,silver_like_dusting,red_sore_around_nose
64,itching,continuous_sneezing,vomiting,vomiting,burning_micturition,abdominal_pain,patches_in_throat,polyuria,sunken_eyes,high_fever,chest_pain,visual_disturbances,loss_of_balance,headache,abdominal_pain,muscle_pain,lethargy,muscle_pain,headache,yellowish_skin,yellowing_of_eyes,yellowish_skin,yellowing_of_eyes,high_fever,yellowish_skin,weight_loss,loss_of_smell,cough,constipation,breathlessness,bruising,mood_swings,weight_loss,drying_and_tingling_lips,swelling_joints,stiff_neck,unsteadiness,blackheads,bladder_discomfort,small_dents_in_nails,yellow_crust_ooze
65,skin_rash,shivering,cough,yellowish_skin,spotting_ urination,passage_of_gases,high_fever,fatigue,diarrhoea,breathlessness,dizziness,acidity,back_pain,altered_sensorium,itching,chills,high_fever,red_spots_over_body,nausea,dark_urine,malaise,nausea,joint_pain,yellowish_skin,abdominal_pain,cough,muscle_pain,breathlessness,pain_in_anal_region,chest_pain,obesity,lethargy,restlessness,slurred_speech,painful_walking,movement_stiffness,headache,scurring,continuous_feel_of_urine,inflammatory_nails,skin_rash
66,nodal_skin_eruptions,chills,chest_pain,nausea,itching,internal_itching,muscle_wasting,weight_loss,vomiting,family_history,loss_of_balance,indigestion,weakness_in_limbs,vomiting,vomiting,vomiting,loss_of_appetite,skin_rash,constipation,loss_of_appetite,receiving_blood_transfusion,loss_of_appetite,vomiting,dark_urine,swelling_of_stomach,high_fever,continuous_sneezing,sweating,bloody_stool,vomiting,swollen_legs,dizziness,diarrhoea,irritability,neck_pain,painful_walking,nausea,skin_rash,burning_micturition,joint_pain,high_fever
67,dischromic _patches,watering_from_eyes,stomach_pain,loss_of_appetite,stomach_pain,vomiting,patches_in_throat,restlessness,sunken_eyes,mucoid_sputum,headache,headache,neck_pain,headache,fatigue,high_fever,mild_fever,joint_pain,abdominal_pain,abdominal_pain,receiving_unsterile_injections,yellowing_of_eyes,fatigue,nausea,distention_of_abdomen,breathlessness,chills,malaise,irritation_in_anus,breathlessness,swollen_blood_vessels,puffy_face_and_eyes,fast_heart_rate,palpitations,knee_pain,muscle_weakness,spinning_movements,pus_filled_pimples,bladder_discomfort,skin_peeling,red_sore_around_nose
68,skin_rash,shivering,acidity,abdominal_pain,burning_micturition,loss_of_appetite,high_fever,lethargy,dehydration,fatigue,chest_pain,blurred_and_distorted_vision,loss_of_balance,weakness_of_one_body_side,weight_loss,sweating,swelled_lymph_nodes,vomiting,diarrhoea,diarrhoea,itching,family_history,yellowish_skin,loss_of_appetite,history_of_alcohol_consumption,sweating,cough,phlegm,constipation,sweating,prominent_veins_on_calf,enlarged_thyroid,excessive_hunger,vomiting,hip_joint_pain,stiff_neck,loss_of_balance,blackheads,foul_smell_of urine,silver_like_dusting,yellow_crust_ooze
69,nodal_skin_eruptions,chills,ulcers_on_tongue,yellowing_of_eyes,spotting_ urination,abdominal_pain,extra_marital_contacts,irregular_sugar_level,diarrhoea,cough,dizziness,excessive_hunger,back_pain,altered_sensorium,high_fever,headache,malaise,fatigue,toxic_look_(typhos),mild_fever,fatigue,fatigue,dark_urine,abdominal_pain,fluid_overload,loss_of_appetite,high_fever,chest_pain,pain_during_bowel_movements,chest_pain,fatigue,brittle_nails,muscle_weakness,fatigue,swelling_joints,swelling_joints,unsteadiness,scurring,continuous_feel_of_urine,small_dents_in_nails,skin_rash
70,dischromic _patches,watering_from_eyes,cough,vomiting,itching,passage_of_gases,patches_in_throat,obesity,vomiting,breathlessness,loss_of_balance,stiff_neck,weakness_in_limbs,vomiting,yellowish_skin,nausea,red_spots_over_body,high_fever,chills,yellowing_of_eyes,lethargy,nausea,nausea,yellowing_of_eyes,vomiting,mild_fever,headache,fast_heart_rate,bloody_stool,vomiting,cramps,swollen_extremeties,irritability,anxiety,painful_walking,painful_walking,vomiting,skin_rash,burning_micturition,inflammatory_nails,high_fever
71,itching,continuous_sneezing,chest_pain,yellowish_skin,skin_rash,internal_itching,high_fever,excessive_hunger,sunken_eyes,family_history,lack_of_concentration,depression,neck_pain,headache,dark_urine,muscle_pain,itching,headache,vomiting,muscle_pain,yellowish_skin,loss_of_appetite,loss_of_appetite,acute_liver_failure,yellowish_skin,yellowing_of_eyes,swelled_lymph_nodes,rusty_sputum,irritation_in_anus,breathlessness,bruising,depression,abnormal_menstruation,headache,joint_pain,muscle_weakness,nausea,pus_filled_pimples,bladder_discomfort,skin_rash,blister
72,nodal_skin_eruptions,chills,stomach_pain,nausea,burning_micturition,vomiting,extra_marital_contacts,increased_appetite,dehydration,mucoid_sputum,chest_pain,visual_disturbances,dizziness,weakness_of_one_body_side,itching,chills,skin_rash,nausea,fatigue,joint_pain,loss_of_appetite,yellowing_of_eyes,yellowing_of_eyes,coma,abdominal_pain,swelled_lymph_nodes,malaise,chills,constipation,sweating,obesity,irritability,fatigue,nausea,knee_pain,stiff_neck,spinning_movements,blackheads,foul_smell_of urine,skin_peeling,yellow_crust_ooze
73,dischromic _patches,watering_from_eyes,acidity,loss_of_appetite,spotting_ urination,indigestion,muscle_wasting,polyuria,diarrhoea,fatigue,dizziness,acidity,back_pain,altered_sensorium,vomiting,vomiting,fatigue,loss_of_appetite,high_fever,vomiting,abdominal_pain,family_history,joint_pain,stomach_bleeding,swelling_of_stomach,malaise,phlegm,fatigue,pain_during_bowel_movements,chest_pain,swollen_legs,abnormal_menstruation,mood_swings,blurred_and_distorted_vision,hip_joint_pain,swelling_joints,loss_of_balance,scurring,continuous_feel_of_urine,silver_like_dusting,skin_rash
74,itching,continuous_sneezing,ulcers_on_tongue,abdominal_pain,itching,abdominal_pain,high_fever,fatigue,sunken_eyes,cough,loss_of_balance,indigestion,weakness_in_limbs,headache,fatigue,high_fever,lethargy,pain_behind_the_eyes,headache,yellowish_skin,yellow_urine,fatigue,vomiting,joint_pain,distention_of_abdomen,phlegm,throat_irritation,cough,pain_in_anal_region,breathlessness,swollen_blood_vessels,fatigue,weight_loss,excessive_hunger,swelling_joints,movement_stiffness,unsteadiness,pus_filled_pimples,bladder_discomfort,small_dents_in_nails,high_fever
75,skin_rash,shivering,vomiting,yellowing_of_eyes,skin_rash,passage_of_gases,extra_marital_contacts,weight_loss,dehydration,high_fever,lack_of_concentration,headache,neck_pain,weakness_of_one_body_side,weight_loss,sweating,high_fever,back_pain,nausea,dark_urine,yellowing_of_eyes,yellowish_skin,fatigue,vomiting,history_of_alcohol_consumption,chest_pain,redness_of_eyes,high_fever,irritation_in_anus,sweating,prominent_veins_on_calf,weight_gain,restlessness,drying_and_tingling_lips,painful_walking,painful_walking,vomiting,blackheads,foul_smell_of urine,inflammatory_nails,blister
76,dischromic _patches,watering_from_eyes,chest_pain,itching,stomach_pain,internal_itching,muscle_wasting,restlessness,diarrhoea,family_history,headache,blurred_and_distorted_vision,dizziness,altered_sensorium,high_fever,headache,headache,malaise,constipation,nausea,malaise,loss_of_appetite,yellowish_skin,fatigue,fluid_overload,blood_in_sputum,sinus_pressure,sweating,constipation,chest_pain,cramps,cold_hands_and_feets,sweating,slurred_speech,joint_pain,muscle_weakness,headache,scurring,continuous_feel_of_urine,skin_rash,red_sore_around_nose
77,itching,continuous_sneezing,stomach_pain,yellowish_skin,spotting_ urination,vomiting,patches_in_throat,lethargy,vomiting,mucoid_sputum,dizziness,excessive_hunger,loss_of_balance,vomiting,yellowish_skin,nausea,mild_fever,muscle_pain,abdominal_pain,abdominal_pain,receiving_blood_transfusion,yellowing_of_eyes,dark_urine,yellowish_skin,yellowish_skin,chills,runny_nose,malaise,pain_during_bowel_movements,vomiting,bruising,lethargy,fast_heart_rate,irritability,neck_pain,stiff_neck,spinning_movements,skin_rash,burning_micturition,joint_pain,skin_rash
78,skin_rash,shivering,acidity,nausea,itching,indigestion,extra_marital_contacts,irregular_sugar_level,dehydration,fatigue,loss_of_balance,stiff_neck,weakness_in_limbs,weakness_of_one_body_side,dark_urine,muscle_pain,swelled_lymph_nodes,red_spots_over_body,diarrhoea,diarrhoea,receiving_unsterile_injections,family_history,nausea,dark_urine,abdominal_pain,vomiting,congestion,phlegm,pain_in_anal_region,sweating,obesity,dizziness,excessive_hunger,palpitations,hip_joint_pain,swelling_joints,loss_of_balance,blackheads,foul_smell_of urine,silver_like_dusting,high_fever
79,nodal_skin_eruptions,chills,ulcers_on_tongue,loss_of_appetite,skin_rash,loss_of_appetite,muscle_wasting,blurred_and_distorted_vision,diarrhoea,cough,lack_of_concentration,depression,neck_pain,altered_sensorium,abdominal_pain,chills,malaise,skin_rash,toxic_look_(typhos),mild_fever,itching,fatigue,loss_of_appetite,nausea,swelling_of_stomach,fatigue,chest_pain,chest_pain,bloody_stool,chest_pain,swollen_legs,puffy_face_and_eyes,muscle_weakness,vomiting,swelling_joints,movement_stiffness,unsteadiness,scurring,continuous_feel_of_urine,small_dents_in_nails,blister
80,skin_rash,shivering,vomiting,abdominal_pain,stomach_pain,passage_of_gases,patches_in_throat,excessive_hunger,vomiting,high_fever,headache,irritability,dizziness,vomiting,itching,vomiting,red_spots_over_body,chills,belly_pain,yellowing_of_eyes,fatigue,yellowish_skin,abdominal_pain,loss_of_appetite,distention_of_abdomen,cough,loss_of_smell,fast_heart_rate,constipation,vomiting,swollen_blood_vessels,enlarged_thyroid,irritability,fatigue,painful_walking,muscle_weakness,vomiting,skin_rash,burning_micturition,inflammatory_nails,red_sore_around_nose
